latitude,longitude
51.47166869517588,-0.172770537839196
51.47250028844221,-0.172770537839196
51.473331881708546,-0.172770537839196
51.47416347497487,-0.172770537839196
51.474995068241206,-0.172770537839196
51.47582666150754,-0.172770537839196
51.47665825477387,-0.172770537839196
51.4774898480402,-0.172770537839196
51.478321441306534,-0.172770537839196
51.47915303457287,-0.172770537839196
51.479984627839194,-0.172770537839196
51.48081622110553,-0.172770537839196
51.48164781437186,-0.172770537839196
51.482479407638195,-0.172770537839196
51.48331100090452,-0.172770537839196
51.484142594170855,-0.172770537839196
51.48497418743719,-0.172770537839196
51.485805780703515,-0.172770537839196
51.48663737396985,-0.172770537839196
51.48746896723618,-0.172770537839196
51.488300560502516,-0.172770537839196
51.48913215376884,-0.172770537839196
51.489963747035176,-0.172770537839196
51.49079534030151,-0.172770537839196
51.49162693356784,-0.172770537839196
51.49245852683417,-0.172770537839196
51.493290120100504,-0.172770537839196
51.49412171336684,-0.172770537839196
51.494953306633164,-0.172770537839196
51.4957848998995,-0.172770537839196
51.49661649316583,-0.172770537839196
51.497448086432165,-0.172770537839196
51.49827967969849,-0.172770537839196
51.499111272964825,-0.172770537839196
51.49994286623116,-0.172770537839196
51.500774459497485,-0.172770537839196
51.50160605276382,-0.172770537839196
51.50243764603015,-0.172770537839196
51.503269239296486,-0.172770537839196
51.50410083256281,-0.172770537839196
51.504932425829146,-0.172770537839196
51.50576401909548,-0.172770537839196
51.50659561236181,-0.172770537839196
51.50742720562814,-0.172770537839196
51.508258798894474,-0.172770537839196
51.50909039216081,-0.172770537839196
51.509921985427134,-0.172770537839196
51.51075357869347,-0.172770537839196
51.5115851719598,-0.172770537839196
51.512416765226135,-0.172770537839196
51.51324835849246,-0.172770537839196
51.514079951758795,-0.172770537839196
51.51491154502513,-0.172770537839196
51.515743138291455,-0.172770537839196
51.51657473155779,-0.172770537839196
51.51740632482412,-0.172770537839196
51.518237918090456,-0.172770537839196
51.51906951135678,-0.172770537839196
51.519901104623116,-0.172770537839196
51.52073269788945,-0.172770537839196
51.521564291155784,-0.172770537839196
51.52239588442211,-0.172770537839196
51.523227477688444,-0.172770537839196
51.52405907095478,-0.172770537839196
51.524890664221104,-0.172770537839196
51.52572225748744,-0.172770537839196
51.52655385075377,-0.172770537839196
51.527385444020105,-0.172770537839196
51.52821703728643,-0.172770537839196
