latitude,longitude,feels_like,temp,temp_min,temp_max,humidity,clouds_all,wind_deg,pressure,wind_speed
51.95220249246231,-2.173528,273.15,273.15,271.44,274.55,89.0,20.0,0.0,1011.0,0.0
51.960957512562814,-2.173528,273.15,273.15,271.44,274.55,89.0,20.0,0.0,1011.0,0.0
51.969712532663316,-2.173528,273.15,273.15,271.44,274.55,89.0,20.0,0.0,1011.0,0.0
51.97846755276382,-2.173528,273.15,273.15,271.44,274.55,89.0,20.0,0.0,1011.0,0.0
51.98722257286432,-2.173528,273.15,273.15,271.44,274.55,89.0,20.0,0.0,1011.0,0.0
51.99597759296482,-2.173528,273.15,273.15,271.44,274.55,89.0,20.0,0.0,1011.0,0.0
52.00473261306533,-2.173528,273.15,273.15,271.44,274.55,89.0,20.0,0.0,1011.0,0.0
52.01348763316583,-2.173528,273.15,273.15,271.44,274.55,89.0,20.0,0.0,1011.0,0.0
52.02224265326633,-2.173528,273.15,273.15,271.44,274.55,89.0,20.0,0.0,1011.0,0.0
52.030997673366834,-2.173528,273.15,273.15,271.44,274.55,89.0,20.0,0.0,1011.0,0.0
52.039752693467335,-2.173528,273.15,273.15,271.44,274.55,89.0,20.0,0.0,1011.0,0.0
52.04850771356784,-2.173528,273.15,273.15,271.44,274.55,89.0,20.0,0.0,1011.0,0.0
52.05726273366834,-2.173528,273.15,273.15,271.44,274.55,89.0,20.0,0.0,1011.0,0.0
52.06601775376885,-2.173528,273.15,273.15,271.44,274.55,89.0,20.0,0.0,1011.0,0.0
52.07477277386935,-2.173528,273.27,273.27,271.4,274.51,90.0,12.0,10.0,1009.0,0.45
52.08352779396985,-2.173528,273.27,273.27,271.4,274.51,90.0,12.0,10.0,1009.0,0.45
52.09228281407035,-2.173528,273.27,273.27,271.4,274.51,90.0,12.0,10.0,1009.0,0.45
52.10103783417085,-2.173528,273.27,273.27,271.4,274.51,90.0,12.0,10.0,1009.0,0.45
52.109792854271355,-2.173528,273.27,273.27,271.4,274.51,90.0,12.0,10.0,1009.0,0.45
52.118547874371856,-2.173528,273.27,273.27,271.4,274.51,90.0,12.0,10.0,1009.0,0.45
52.127302894472365,-2.173528,273.27,273.27,271.4,274.51,90.0,12.0,10.0,1009.0,0.45
52.136057914572866,-2.173528,273.27,273.27,271.4,274.51,90.0,12.0,10.0,1009.0,0.45
52.14481293467337,-2.173528,273.27,273.27,271.4,274.51,90.0,12.0,10.0,1009.0,0.45
52.15356795477387,-2.173528,273.27,273.27,271.4,274.51,90.0,12.0,10.0,1009.0,0.45
52.16232297487437,-2.173528,273.27,273.27,271.4,274.51,90.0,12.0,10.0,1009.0,0.45
