latitude,longitude,co,no,no2,o3,so2,pm2_5,pm10,nh3
-0.065312954723618,51.44064787417085,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.44140164301508,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.4421554118593,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.44290918070352,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.443662949547736,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.44441671839195,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.44517048723618,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.4459242560804,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.44667802492462,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.44743179376884,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.44818556261306,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.44893933145728,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.44969310030151,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.45044686914573,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.45120063798995,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.45195440683417,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.45270817567839,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.45346194452261,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.454215713366835,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.454969482211055,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.455723251055275,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.456477019899495,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.457230788743715,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.457984557587935,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.45873832643216,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.45949209527638,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.4602458641206,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.46099963296482,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.46175340180904,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.46250717065327,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.46326093949749,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.46401470834171,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.46476847718593,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.46552224603015,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.46627601487437,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.467029783718594,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.467783552562814,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.468537321407034,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.469291090251254,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.470044859095474,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.47079862793969,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.47155239678392,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.47230616562814,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.47305993447236,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.47381370331658,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.4745674721608,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.47532124100503,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.47607500984925,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.476828778693466,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.477582547537686,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.478336316381906,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.479090085226126,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.47984385407035,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.48059762291457,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.48135139175879,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.48210516060301,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.48285892944723,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.48361269829145,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.48436646713568,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.4851202359799,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.48587400482412,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.48662777366834,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.48738154251256,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.488135311356785,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.488889080201005,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.489642849045225,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.490396617889445,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.491150386733665,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.491904155577885,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.49265792442211,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.49341169326633,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.49416546211055,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.49491923095477,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.49567299979899,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.49642676864321,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.49718053748744,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.49793430633166,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.49868807517588,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.4994418440201,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.50019561286432,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.500949381708544,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.50170315055277,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.502456919396984,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.5032106882412,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.503964457085424,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.50471822592964,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.065312954723618,51.50547199477387,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.50622576361809,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.50697953246231,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.50773330130653,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.50848707015075,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.50924083899497,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.5099946078392,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.510748376683416,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.51150214552763,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.512255914371856,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.51300968321608,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.5137634520603,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.51451722090452,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.51527098974874,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.51602475859296,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.51677852743718,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.5175322962814,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.51828606512563,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.51903983396985,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.51979360281407,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.52054737165829,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.52130114050251,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.52205490934673,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.522808678190955,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.523562447035175,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.524316215879395,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.525069984723615,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.525823753567835,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.52657752241206,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.52733129125628,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.5280850601005,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.52883882894472,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.52959259778894,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.53034636663316,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.53110013547739,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.53185390432161,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.53260767316583,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.53336144201005,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.53411521085427,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.53486897969849,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.535622748542714,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.536376517386934,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.537130286231154,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.537884055075374,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.53863782391959,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.53939159276381,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.54014536160804,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.54089913045226,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.54165289929648,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.5424066681407,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.54316043698492,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.54391420582915,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.54466797467337,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.545421743517586,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.546175512361806,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.546929281206026,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.547683050050246,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.54843681889447,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.54919058773869,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.54994435658291,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.55069812542713,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.55145189427135,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.55220566311557,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.5529594319598,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.55371320080402,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.55446696964824,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.55522073849246,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.55597450733668,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.556728276180905,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.557482045025125,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.558235813869345,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.558989582713565,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.559743351557785,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.560497120402005,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.56125088924623,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.56200465809045,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.56275842693467,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.56351219577889,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.56426596462311,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.56501973346733,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.56577350231156,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.56652727115578,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.065312954723618,51.56728104,280.38,0.0,0.04,46.49,0.02,0.92,1.25,0.0
-0.063453658241206,51.41728104,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.41803480884422,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.41878857768844,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.419542346532666,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.420296115376885,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.421049884221105,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.421803653065325,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.422557421909545,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.423311190753765,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.42406495959799,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.42481872844221,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.42557249728643,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.42632626613065,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.42708003497487,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.42783380381909,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.42858757266332,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.42934134150754,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.43009511035176,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.43084887919598,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.4316026480402,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.432356416884424,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.43311018572864,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.433863954572864,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.43461772341709,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.435371492261304,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.43612526110552,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.43687902994975,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.43763279879397,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.43838656763819,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.43914033648241,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.43989410532663,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.44064787417085,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.44140164301508,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.4421554118593,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.44290918070352,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.443662949547736,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.44441671839195,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.44517048723618,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.4459242560804,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.44667802492462,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.44743179376884,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.44818556261306,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.44893933145728,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.44969310030151,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.45044686914573,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.45120063798995,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.45195440683417,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.45270817567839,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.45346194452261,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.454215713366835,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.454969482211055,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.455723251055275,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.456477019899495,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.457230788743715,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.457984557587935,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.45873832643216,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.45949209527638,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.4602458641206,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.46099963296482,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.46175340180904,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.46250717065327,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.46326093949749,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.46401470834171,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.46476847718593,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.46552224603015,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.46627601487437,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.467029783718594,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.467783552562814,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.468537321407034,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.469291090251254,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.470044859095474,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.47079862793969,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.47155239678392,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.47230616562814,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.47305993447236,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.47381370331658,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.4745674721608,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.47532124100503,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.47607500984925,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.476828778693466,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.477582547537686,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.478336316381906,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.479090085226126,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.47984385407035,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.48059762291457,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.48135139175879,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.48210516060301,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.48285892944723,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.48361269829145,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.48436646713568,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.4851202359799,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.48587400482412,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.48662777366834,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.48738154251256,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.488135311356785,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.488889080201005,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.489642849045225,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.490396617889445,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.491150386733665,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.491904155577885,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.49265792442211,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.49341169326633,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.49416546211055,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.49491923095477,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.49567299979899,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.49642676864321,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.49718053748744,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.49793430633166,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.49868807517588,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.4994418440201,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.50019561286432,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.500949381708544,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.50170315055277,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.502456919396984,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.5032106882412,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
-0.063453658241206,51.503964457085424,283.72,0.0,0.05,48.64,0.02,1.27,1.63,0.0
